Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_46_280,VGND,li1,135.0100,136.0000,0.000166
FILLER_46_277,VGND,li1,133.6300,136.0000,0.000166
FILLER_46_274,VGND,li1,132.2500,136.0000,0.000166
FILLER_46_271,VGND,li1,130.8700,136.0000,0.000166
FILLER_46_268,VGND,li1,129.4900,136.0000,0.000166
FILLER_46_265,VGND,li1,128.1100,136.0000,0.000166
FILLER_46_262,VGND,li1,126.7300,136.0000,0.000166
FILLER_46_259,VGND,li1,125.3500,136.0000,0.000166
FILLER_46_256,VGND,li1,123.9700,136.0000,0.000166
FILLER_46_253,VGND,li1,122.5900,136.0000,0.000166
FILLER_46_251,VGND,li1,121.2100,136.0000,0.000166
FILLER_46_248,VGND,li1,120.2900,136.0000,0.000166
FILLER_46_231,VGND,li1,112.4700,136.0000,0.000164
FILLER_46_220,VGND,li1,106.9500,136.0000,0.000161
FILLER_46_217,VGND,li1,106.0300,136.0000,0.000161
FILLER_46_214,VGND,li1,104.6500,136.0000,0.000160
FILLER_46_202,VGND,li1,98.6700,136.0000,0.000157
FILLER_46_195,VGND,li1,95.4500,136.0000,0.000153
FILLER_46_192,VGND,li1,94.5300,136.0000,0.000153
FILLER_46_182,VGND,li1,89.9300,136.0000,0.000149
FILLER_46_144,VGND,li1,72.2200,136.0000,0.000126
FILLER_46_141,VGND,li1,71.0700,136.0000,0.000123
FILLER_46_114,VGND,li1,58.4200,136.0000,0.000101
FILLER_46_111,VGND,li1,57.2700,136.0000,0.000101
FILLER_46_108,VGND,li1,55.8900,136.0000,0.000095
FILLER_46_105,VGND,li1,54.5100,136.0000,0.000095
FILLER_46_91,VGND,li1,47.8400,136.0000,0.000081
FILLER_46_88,VGND,li1,46.6900,136.0000,0.000076
FILLER_46_85,VGND,li1,45.3100,136.0000,0.000071
FILLER_46_82,VGND,li1,43.7000,136.0000,0.000071
FILLER_46_67,VGND,li1,36.5700,136.0000,0.000052
FILLER_46_64,VGND,li1,35.6500,136.0000,0.000052
FILLER_46_47,VGND,li1,27.6000,136.0000,0.000033
FILLER_46_44,VGND,li1,26.4500,136.0000,0.000026
FILLER_46_41,VGND,li1,25.0700,136.0000,0.000026
FILLER_46_38,VGND,li1,23.6900,136.0000,0.000026
FILLER_46_35,VGND,li1,22.3100,136.0000,0.000026
FILLER_46_32,VGND,li1,20.9300,136.0000,0.000027
FILLER_46_29,VGND,li1,19.5500,136.0000,0.000027
FILLER_46_27,VGND,li1,18.1700,136.0000,0.000027
FILLER_46_24,VGND,li1,17.2500,136.0000,0.000027
FILLER_46_21,VGND,li1,15.8700,136.0000,0.000027
FILLER_46_18,VGND,li1,14.4900,136.0000,0.000027
FILLER_46_15,VGND,li1,13.1100,136.0000,0.000027
FILLER_46_12,VGND,li1,11.7300,136.0000,0.000027
FILLER_46_9,VGND,li1,10.3500,136.0000,0.000027
FILLER_46_6,VGND,li1,8.9700,136.0000,0.000027
FILLER_46_3,VGND,li1,7.5900,136.0000,0.000027
FILLER_45_308,VGND,li1,147.6600,136.0000,0.000166
FILLER_45_305,VGND,li1,146.5100,136.0000,0.000166
FILLER_45_302,VGND,li1,145.1300,136.0000,0.000166
FILLER_45_299,VGND,li1,143.7500,136.0000,0.000166
FILLER_45_296,VGND,li1,142.3700,136.0000,0.000166
FILLER_45_293,VGND,li1,140.9900,136.0000,0.000166
FILLER_45_290,VGND,li1,139.6100,136.0000,0.000166
FILLER_45_287,VGND,li1,138.2300,136.0000,0.000166
FILLER_45_284,VGND,li1,136.8500,136.0000,0.000166
FILLER_45_281,VGND,li1,135.4700,136.0000,0.000166
FILLER_45_278,VGND,li1,133.8600,136.0000,0.000166
FILLER_45_275,VGND,li1,132.7100,136.0000,0.000166
FILLER_45_272,VGND,li1,131.3300,136.0000,0.000166
FILLER_45_269,VGND,li1,129.9500,136.0000,0.000166
FILLER_45_259,VGND,li1,125.1200,136.0000,0.000166
FILLER_45_256,VGND,li1,123.9700,136.0000,0.000166
FILLER_45_253,VGND,li1,122.5900,136.0000,0.000166
FILLER_45_250,VGND,li1,121.2100,136.0000,0.000166
FILLER_45_225,VGND,li1,109.2500,136.0000,0.000162
FILLER_45_221,VGND,li1,107.8700,136.0000,0.000162
FILLER_45_218,VGND,li1,106.4900,136.0000,0.000161
FILLER_45_201,VGND,li1,98.6700,136.0000,0.000157
FILLER_45_180,VGND,li1,88.7800,136.0000,0.000148
FILLER_45_177,VGND,li1,87.6300,136.0000,0.000146
FILLER_45_174,VGND,li1,86.2500,136.0000,0.000146
FILLER_45_165,VGND,li1,82.1100,136.0000,0.000141
FILLER_45_162,VGND,li1,80.7300,136.0000,0.000137
FILLER_45_159,VGND,li1,79.3500,136.0000,0.000137
FILLER_45_156,VGND,li1,77.9700,136.0000,0.000133
FILLER_45_153,VGND,li1,76.5900,136.0000,0.000133
FILLER_45_150,VGND,li1,75.2100,136.0000,0.000130
FILLER_45_147,VGND,li1,73.8300,136.0000,0.000126
FILLER_45_144,VGND,li1,72.4500,136.0000,0.000126
FILLER_45_141,VGND,li1,71.0700,136.0000,0.000123
FILLER_45_126,VGND,li1,63.9400,136.0000,0.000113
FILLER_45_105,VGND,li1,54.2800,136.0000,0.000095
FILLER_45_102,VGND,li1,53.1300,136.0000,0.000090
FILLER_45_99,VGND,li1,51.7500,136.0000,0.000086
FILLER_45_96,VGND,li1,50.3700,136.0000,0.000086
FILLER_45_89,VGND,li1,46.9200,136.0000,0.000076
FILLER_45_86,VGND,li1,45.7700,136.0000,0.000076
FILLER_45_83,VGND,li1,44.3900,136.0000,0.000071
FILLER_45_80,VGND,li1,43.0100,136.0000,0.000067
FILLER_45_77,VGND,li1,41.6300,136.0000,0.000067
FILLER_45_70,VGND,li1,38.1800,136.0000,0.000056
FILLER_45_67,VGND,li1,37.0300,136.0000,0.000056
FILLER_45_53,VGND,li1,30.5900,136.0000,0.000040
FILLER_45_50,VGND,li1,29.2100,136.0000,0.000033
FILLER_45_47,VGND,li1,27.8300,136.0000,0.000033
FILLER_45_44,VGND,li1,26.4500,136.0000,0.000026
FILLER_45_41,VGND,li1,25.0700,136.0000,0.000026
FILLER_45_38,VGND,li1,23.6900,136.0000,0.000026
FILLER_45_35,VGND,li1,22.3100,136.0000,0.000026
FILLER_45_32,VGND,li1,20.9300,136.0000,0.000027
FILLER_45_29,VGND,li1,19.5500,136.0000,0.000027
FILLER_45_26,VGND,li1,18.1700,136.0000,0.000027
FILLER_45_23,VGND,li1,16.7900,136.0000,0.000027
FILLER_45_20,VGND,li1,15.4100,136.0000,0.000027
FILLER_45_17,VGND,li1,14.0300,136.0000,0.000027
FILLER_45_14,VGND,li1,12.6500,136.0000,0.000027
FILLER_45_11,VGND,li1,11.2700,136.0000,0.000027
FILLER_45_3,VGND,li1,7.1300,136.0000,0.000027
FILLER_44_309,VGND,li1,147.8900,130.5600,0.000175
FILLER_44_297,VGND,li1,142.8300,130.5600,0.000174
FILLER_44_294,VGND,li1,141.4500,130.5600,0.000174
FILLER_44_291,VGND,li1,140.0700,130.5600,0.000174
FILLER_44_288,VGND,li1,138.6900,130.5600,0.000174
FILLER_44_285,VGND,li1,137.3100,130.5600,0.000173
FILLER_44_280,VGND,li1,134.5500,130.5600,0.000173
FILLER_44_277,VGND,li1,133.6300,130.5600,0.000173
FILLER_44_269,VGND,li1,129.9500,130.5600,0.000172
FILLER_44_256,VGND,li1,123.5100,130.5600,0.000168
FILLER_44_253,VGND,li1,122.5900,130.5600,0.000168
FILLER_44_249,VGND,li1,120.7500,130.5600,0.000167
